"Parcel Number",Number,Street,"School District",Township,"Corp / Village","Sale #",Month,Year,"Sale Price",Sqft,Acres,"Yr Built",Story,Basement,Frame,Bedrooms,BasementSqft,"Fin Base",Air,GarageSqft,Type,"Heat Type",Roof,RoofType,Rooms,FullBaths,HalfBaths,Grade,MHRE,NeighCode,PropClass,LandValue,BldgValue,"Property Card"
040012970000,"  583",SECOND,2A,4B,5X,"  625",11,17,"    71000","  980",,OLD,1,,F,,,,,"  216",D,"WARM AIR",S,ASP," 5",1,,D,," 434",510,"  17170","   26560",http://www.realestate.co.hocking.oh.us/cards/Crnt/040012970000.pdf
040013010000,"  554",SECOND,2A,4B,5X,"  667",12,17,"   124000"," 1756",,OLD/,2,,F,,"  252",,,,,GAS,L,SLA," 6",2,,D,," 434",510,"  17570","   32830",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013010000.pdf
040013040000,"  590",SECOND,2A,4B,5X,"  496"," 8",07,"    65000"," 1012",,OLD/,1,B,F,,"  900",,Y,"  484",D,"FA GAS",S,ASP," 4",1,,D+5,," 434",510,"  16900","   39770",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013040000.pdf
040013170000,"  180",NORTH,2A,4B,5X,"   50"," 1",07,"   119000"," 1780",,1905,2,B,F,,"  275",,Y,,,"SPACE HE",S,ASP," 7",1,,D+10,," 431",510,"  22370","   45600",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013170000.pdf
040013200000,"  222",NORTH,2A,4B,5X,"  452"," 9",17,"   110000"," 1734",,OLD/,1,B,F,," 1136",,,"  400",D,GAS,S,ASP," 7",1,1,D+10,," 431",510,"  19660","   61290",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013200000.pdf
040013270000,"  348",NORTH,2A,4B,5X,"  265"," 6",17,"    80000"," 1636",,1965,2,B,F,,"  754",,,"  352",D,GAS,L,SLA," 6",1,1,C,," 431",510,"  22370","   63020",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013270000.pdf
040013430000,"  560",HUNTER,2A,4B,5X,"  446"," 8",17,"    86000"," 1408",,"   /",2,B,F," 3","  352",,Y,"  520",D,GAS,S,SHI," 6",1,,D+10,," 438",510,"  18570","   50470",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013430000.pdf
040013460000,"  598",HUNTER,2A,4B,5X,"  239"," 5",07,"    65000"," 1424",,OLD/,2,,F,,"  224",,Y,,,CENTRAL,L,SLA," 6",1,,D+10,," 438",510,"  12470","   53370",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013460000.pdf
040013460100,"  143",MAPLE,2A,4B,5X,"   43"," 1",07,"    68000"," 1100",,22R0,1,B,F," 3","  774",,Y,"  264",D,GAS,S,ASP," 7",1,,C,," 438",510,"   9690","   60030",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013460100.pdf
040013510000,"  166",MAPLE,2A,4B,5X,"  197"," 4",17,"    49487","  960",,1906,1,B,F,,"  189",,Y,"  216",D,GAS,L,SLA," 5",1,,D+5,," 438",510,"  11640","   38020",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013510000.pdf
040013680000,"  598",POTTERY,2A,4B,5X,"  205"," 4",07,"    15000"," 1395",,"  R1",2,,F,,,,Y,,,"GAS STOV",S,ASP," 6",1,,D,," 438",510,"  12080","   44610",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013680000.pdf
040013770000,"  243",CULVER,2A,4B,5X,"  181"," 4",07,"    67500"," 1007",,"  R2",1,B,F,,"  229",,,"  576",D,CENTRAL,S,ASP," 5",1,,D+5,," 438",510,"  11240","   44570",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013770000.pdf
040014140000,"  508",ANGLE,2A,4B,5X,"   17"," 1",07,"    25000",,,,,,,,,,,,,,,,,,,,," 427",500,"  10160",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040014140000.pdf
040014150000,"  508",ANGLE,2A,4B,5X,"   17"," 1",07,"    25000","  820",,1923,1,,F," 2","  772",,Y,"  576",D,GAS,S,ASP," 5",1,,D,," 427",510,"  10160","   41440",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014150000.pdf
040014160000,"  506",ANGLE,2A,4B,5X,"   91"," 2",07,"    59500"," 1042",,,1,,F," 2",,,Y,,,FA,S,ASP," 6",1,,D,," 427",510,"  10160","   32520",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014160000.pdf
040014340000,"  424",LINCOLN,2A,4B,5X,"  407"," 8",17,"    10000","  856",,OLD/,1,,F,,,,Y,,,ELECTRIC,S,ASP," 6",2,,D-5,," 435",520,"   4210","   19640",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014340000.pdf
040014620000,"  321",WASHINGTON,2A,4B,5X,"  550",10,17,"   150000","  888",,OLD/,1,B,F,,"  728",,Y,"  418",A,GAS,S,ASP," 5",1,,D+5,," 435",510,"  11320","   43530",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014620000.pdf
040014620000,"  321",WASHINGTON,2A,4B,5X,"  563",10,17,"    39000","  888",,OLD/,1,B,F,,"  728",,Y,"  418",A,GAS,S,ASP," 5",1,,D+5,," 435",510,"  11320","   43530",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014620000.pdf
040014650000,"  885",HUNTER,2A,4B,5X,"  550",10,17,"   150000"," 4979",,,,,,,,,,,,,,,,,,,,4104,430,"  93060","  104570",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014650000.pdf
040014670000,"  922",HUNTER,2A,4B,5X,"  151"," 4",17,"   179000"," 4117",,,,,,,,,Y,,,"WARM AIR",C,COM,,,2,,,4104,430,"  60900","   53710",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014670000.pdf
040014680000,"  147",ELM,2A,4B,5X,"  151"," 4",17,"   179000",,,,,,,,,,,,,,,,,,,,,4104,499,"  22300",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040014680000.pdf
040014690000,"  950",HUNTER,2A,4B,5X,"  151"," 4",17,"   179000",,,,,,,,,,,,,,,,,,,,,4104,400,"  35700",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040014690000.pdf
040014890000,"  175",ELM,2A,4B,5X,"  294"," 6",17,"    63900"," 1106",,1917,1,B,F,,"  896",,,,,"FA GAS",S,ASP," 4",1,1,D+10,," 432",510,"  10210","   43860",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014890000.pdf
040015050000," 1165",CHURCH,2A,4B,5X,"  364"," 6",07,"    91500","  912",,1966,1,B,F,,"  456",,Y,"  572",D,"FA GAS",S,ASP," 5",1,1,C-5,," 432",510,"  10200","   62600",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015050000.pdf
040015120000,"  956",CHURCH,2A,4B,5X,"  415"," 8",17,"    76400"," 1186",,1917,1,B,F,,"  244",,Y,"  484",D,GAS,S,ASP," 5",1,,D+10,," 432",510,"   7650","   52900",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015120000.pdf
040015180000," 1040",CHURCH,2A,4B,5X,"  220"," 5",17,"    23400"," 1188",,1910,1,B,,," 1140",,,,,HA,L,SLA," 6",1,,D+5,," 432",510,"  10200","   33510",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015180000.pdf
040015210000," 1080",CHURCH,2A,4B,5X,"   29"," 1",17,"    67900","  990",,OLD/,1,,F,,,,Y,,,GAS,S,ASP," 4",1,,D-5,," 432",510,"  10200","   30790",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015210000.pdf
040015240000," 1124",CHURCH,2A,4B,5X,"  435"," 8",17,"    88000"," 1002",,1920,1,B,F,,"  225",,Y,"  480",A,"GAS STOV",L,SLA," 6",1,,C-5,," 432",510,"  10200","   59720",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015240000.pdf
040015280000," 1174","-1176 CHURCH",2A,4B,5X,"   80"," 2",17,"    24000"," 1680",,OLD/,2,B,F,,"  840",,,,,CENTRAL,S,HIP,11,2,,D,," 432",520,"  10200","   45430",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015280000.pdf
040015330000,"  941",THIRD,2A,4B,5X,"  710",12,07,"    72500"," 1320",,OLD/,2,B,F,,"  924",,Y,"  624",D,HA,S,ASP," 8",1,,D+5,," 432",510,"  10000","   55600",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015330000.pdf
040015420000," 1077",THIRD,2A,4B,5X,"  539"," 9",07,"    50000"," 1044",,OLD/,1,B,F,,"  546",,,"  192",A,"FA GAS",S,ASP," 5",1,,D+5,," 432",510,"  10000","   44800",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015420000.pdf
040015630000," 1096",THIRD,2A,4B,5X,"  348"," 6",07,"    36000","  988",,1925,1,B,F,,"  988",,Y,"  720",D,"FA GAS",S,ASP," 5",1,,C-5,," 432",510,"  10000","   53050",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015630000.pdf
040015810000," 1153",FOURTH,2A,4B,5X,"   86"," 2",07,"    67000","  868",,OLD/,1,B,F,,"  868",,,,,HA,S,ASP," 5",1,,D+10,," 432",510,"  10000","   35400",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015810000.pdf
040015810000," 1153",FOURTH,2A,4B,5X,"   89"," 2",17,"    30000","  868",,OLD/,1,B,F,,"  868",,,,,HA,S,ASP," 5",1,,D+10,," 432",510,"  10000","   35400",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015810000.pdf
040015910000,"  455",WARNER,2A,4B,5X,"  703",11,07,"   115000"," 1344",,30R8,2,B,F,,"  672",,Y,"  240",A,GAS,S,ASP," 6",2,,C+10,," 431",510,"  15630","   89300",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015910000.pdf
040015970000,"  328",CHURCH,2A,4B,5X,"    3"," 1",07,"    60000"," 1120",,1911,2,B,F,,"  644",,Y,"  288",D,GAS,L,SLA," 6",1,,D,," 436",510,"  11930","   43880",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015970000.pdf
040016190000,"  354",WEST,2A,4B,5X,"  680",12,17,"    30000"," 1108",,1925,1,B,F," 2"," 1108",,Y,,,"F A",S,ASP," 5",1,,D+10,," 436",510,"  10160","   42150",http://www.realestate.co.hocking.oh.us/cards/Crnt/040016190000.pdf
040016200000,"  366",WEST,2A,4B,5X,"   63"," 2",17,"    37000"," 1050",,1925,1,B,F,,"  203",,,,,"FLR FUR",S,ASP," 6",1,,C,," 436",510,"  10600","   41600",http://www.realestate.co.hocking.oh.us/cards/Crnt/040016200000.pdf
040016850000," 1008",FOURTH,2A,4B,5X,"  596",11,17,"    70000"," 1344",,1918,2,B,F,,"  672",,,"  600",D,"WARM AIR",S,ASP," 7",1,,C,," 432",510,"   9600","   52030",http://www.realestate.co.hocking.oh.us/cards/Crnt/040016850000.pdf
040016960000," 1180",FOURTH,2A,4B,5X,"   79"," 2",17,"    24000"," 2688",,OLD/,2,B,C,," 1344",,,,,,S,ASP,12,2,,D-20,," 432",520,"   9600","   20690",http://www.realestate.co.hocking.oh.us/cards/Crnt/040016960000.pdf
040016970000," 1182",FOURTH,2A,4B,5X,"   79"," 2",17,"    24000",,,,,,,,,,,,,,,,,,,,," 432",500,"   8160",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040016970000.pdf
040017470000,,,2A,4B,5X,"  113"," 3",17,"    73000",,,,,,,,,,,,,,,,,,,,," 420",500,"   7640",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040017470000.pdf
040017480000,"  781",WALHONDING,2A,4B,5X,"  113"," 3",17,"    73000"," 1248",,23R0,2,B,F," 3","  624",,,"  240",D,"FA GAS",S,HIP," 6",1,,C+5,," 420",510,"  15010","   69580",http://www.realestate.co.hocking.oh.us/cards/Crnt/040017480000.pdf
040017540000,"  740",WYANDOTTE,2A,4B,5X,"  134"," 3",07,"    69000"," 1034",,1957,1,B,F,," 1034",,,,,"WARM AIR",S,ASP," 5",1,1,C-5,," 421",510,"  13400","   49270",http://www.realestate.co.hocking.oh.us/cards/Crnt/040017540000.pdf
040017740000,"  778",MOHICAN,2A,4B,5X,"  561"," 9",07,"   105000","  768",,1982,1,B,F,,"  768",F,Y,"  576",D,ELECTRIC,S,ASP," 5",2,,C,," 421",510,"  14560","   96650",http://www.realestate.co.hocking.oh.us/cards/Crnt/040017740000.pdf
040017930000,"  801",MOHICAN,2A,4B,5X,"  210"," 5",17,"    72000"," 1330",,1950,1,,F,,,,Y,,,GAS,S,ASP," 6",1,,C-5,," 421",510,"  14520","   54210",http://www.realestate.co.hocking.oh.us/cards/Crnt/040017930000.pdf
040018010000,"  820",BAIRD,2A,4B,5X,"  311"," 6",17,"    60000","  884",,1939,1,B,F,,"  884",,Y,"  760",D,"HA GAS",S,ASP," 6",1,,C,," 421",510,"  12750","   47860",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018010000.pdf
040018030000,"  860",BAIRD,2A,4B,5X,"  152"," 3",07,"   100000","  948",,1973,1,B,F,,"  948",F,Y,,,ELECTRIC,S,ASP," 5",2,,C+5,," 421",510,"  10890","   73370",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018030000.pdf
040018100000,"  990",MOHICAN,2A,4B,5X,"  299"," 6",07,"   145000"," 1654",,1985,1,B,F,," 1654",F,Y,"  780",A,"ELEC HP",S,HIP,,3,,C+5,," 420",520,"  15280","  123090",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018100000.pdf
040018190000,,,2A,4B,5X,"  469"," 8",07,"   117000",,,,,,,,,,,,,,,,,,,,," 421",500,"   6730",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040018190000.pdf
040018200000,"  933",MOHICAN,2A,4B,5X,"  469"," 8",07,"   117000"," 1186",,1946,1,B,F,,"  962",,Y,"  400",D,"HA GAS",S,ASP," 6",2,,C,," 421",510,"  15300","   55830",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018200000.pdf
040018290000,"  286",MARKET,2A,4B,5X,"    7"," 1",07,"   132000"," 2518",,1886,2,B,F,," 1184",,,,,"FA GAS",S,ASP,10,1,1,C-5,," 430",510,"  39750","   56410",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018290000.pdf
040018300000,"  360",MARKET,2A,4B,5X,"  356"," 6",07,"   183900"," 1770",,OLD/,2,B,F,," 1151",,Y,,,"WARM AIR",S,ASP,12,1,1,C,," 430",510,"  16400","   70230",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018300000.pdf
040018560000,"  511",MULBERRY,2A,4B,5X,"  298"," 6",07,"    70000","  987",,1912,1,B,F,,"  987",,Y,"  576",D,GAS,L,SLA," 5",1,,C-5,," 437",510,"  12080","   50910",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018560000.pdf
040018620000,"  597",WALNUT,2A,4B,5X,"  739",12,07,"    50000"," 1092",,OLD/,1,B,F,,"  338",,Y,"  280",D,CENTRAL,L,SLA," 8",1,,D,," 437",510,"  19370","   58030",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018620000.pdf
040018630000,,,2A,4B,5X,"  739",12,07,"    50000",,,,,,,,,,,,,,,,,,,,," 437",500,"   3160",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040018630000.pdf
040018690000,"  688",WALNUT,2A,4B,5X,"  367"," 7",17,"    56000"," 1252",,1957,1,B,F," 3","  626",,,,,GAS,S,ASP," 5",1,1,C,," 427",510,"  28980","   68790",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018690000.pdf
040018900000,"  425",ORCHARD,2A,4B,5X,"   50"," 1",17,"    89900"," 1686",,1910,2,B,F,," 1011",,Y,"  216",D,GAS,L,SLA," 9",2,,D+10,," 437",510,"  18370","   61730",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018900000.pdf
040018930000,"  420","&420 1/2 ORC",2A,4B,5X,"  613",11,17,"    32000"," 1924",,1916,2,B,F,," 1030",,,,,GAS,L,SLA," 8",2,,C-5,," 438",510,"   9840","   47180",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018930000.pdf
040019130000,"  307",ORCHARD,2A,4B,5X,"   13"," 1",07,"    94000"," 1928",,OLD/,2,,F,,,,Y,,,"WARM AIR",S,ASP," 7",1,,D-10,," 437",510,"  16250","   40030",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019130000.pdf
040019290000,"  210",WALNUT,2A,4B,5X,"  518"," 8",07,"    34000"," 2087",,1887,2,B,F,,"  208",,,,,GAS,S,SLA," 9",2,,D+5,," 437",520,"  16250","   48220",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019290000.pdf
040019320000,"  191",ORCHARD,2A,4B,5X,"   60"," 2",17,"    70000"," 1440",,OLD/,1,,F,,,,Y,,,"FA GAS",L,SLA," 6",1,,D+5,," 437",510,"  14440","   39520",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019320000.pdf
040019400000,"  578",MARKET,2A,4B,5X,"  422"," 8",17,"   120000"," 1456",,1920,2,B,F,,"  728",,Y,"  264",D,GAS,S,ASP," 6",1,,C,," 437",510,"  11930","   60410",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019400000.pdf
040019430000,"   88",KEYNES,2A,4B,5X,"  224"," 5",17,"    89900"," 1120",,1955,1,B,F,," 1120",,Y,"  376",A,GAS,S,ASP," 4",1,,C,," 437",510,"  11480","   49120",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019430000.pdf
040019710000,"  438",ZANESVILLE,2A,4B,5X,"  393"," 7",07,"    49900","  728",,,1,B,F,,"  728",,,,,GAS,S,HIP," 4",1,,D+5,," 438",510,"  12420","   32840",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019710000.pdf
040019840000,"  295",MIDLAND,2A,4B,5X,"  370"," 7",17,"   125200"," 2210",,1927,1,B,F,," 1056",,Y,"  240",D,"WARM AIR",S,ASP," 8",1,1,C+10,," 430",510,"  18210","   68980",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019840000.pdf
040019930000,"  298",MIDLAND,2A,4B,5X,"  298"," 6",17,"    71250"," 1501",,1928,2,B,F,,"  728",,Y,"  320",D,GAS,S,ASP," 6",1,1,C+10,," 430",510,"  22430","   67190",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019930000.pdf
040019970000,"  200",MIDLAND,2A,4B,5X,"  366"," 7",17,"   125900"," 1456",,1927,2,B,F,,"  728",,,"  240",D,GAS,S,ASP," 6",1,,C+5,," 430",510,"  13630","   59640",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019970000.pdf
040019990000,"  186",MIDLAND,2A,4B,5X,"  317"," 6",17,"   125000"," 2330",,37R0,1,B,F,,"  589",,Y,,,GAS,S,ASP," 8",1,1,C,," 430",510,"  13630","   48490",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019990000.pdf
040020030000,"  692",FRONT,2A,4B,5X,"  386"," 7",07,"    74000"," 1274",,1913,2,B,F,,"  588",,Y,"  396",D,"FA GAS",L,SLA," 6",1,1,D+10,," 424",510,"  12500","   66700",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020030000.pdf
040020080000,"  699",SECOND,2A,4B,5X,"  318"," 6",07,"   114000"," 1272",,"  R0",1,B,F,,"  440",,Y,,,GAS,S,ASP," 5",1,,D+10,," 424",510,"  12600","   61080",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020080000.pdf
040020180000,"  688",MAIN,2A,4B,5X,"  177"," 4",07,"    80000","  770",,"  R9",1,B,F," 2","  770",,Y,"  624",D,GAS,S,ASP," 5",1,,D,," 424",510,"  14450","   60290",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020180000.pdf
040020220000,"  687",HUNTER,2A,4B,5X,"  252"," 5",07,"    60000"," 1126",,OLD/,1,B,F,,"  282",,,"  374",D,GAS,L,SLA," 6",1,,D,," 424",510,"  14550","   47220",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020220000.pdf
040020220000,"  687",HUNTER,2A,4B,5X,"  503"," 8",07,"    80000"," 1126",,OLD/,1,B,F,,"  282",,,"  374",D,GAS,L,SLA," 6",1,,D,," 424",510,"  14550","   47220",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020220000.pdf
040020350000,"  165",HOMER,2A,4B,5X,"  464"," 8",07,"    78500","  792",,1969,1,,F,,,,,"  288",A,"WARM AIR",S,ASP," 6",2,,D+10,," 424",510,"  11850","   47510",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020350000.pdf
040020390000,"  473",SPRING,2A,4B,5X,"  520"," 8",07,"   146000"," 1976",,1925,2,B,B,,"  988",,Y,"  264",D,"WARM AIR",S,HIP," 8",1,1,B+10,," 431",510,"  16500","  135290",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020390000.pdf
040020590000,"  280",ANGLE,2A,4B,5X,"  255"," 5",07,"   108000"," 2052",,1947,1,B,F,,"  896",,,"  280",D,"HEAT PMP",S,ASP," 7",1,1,C-5,," 431",510,"  13050","   69130",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020590000.pdf
040020590000,"  280",ANGLE,2A,4B,5X,"  552",10,17,"   111300"," 2052",,1947,1,B,F,,"  896",,,"  280",D,"HEAT PMP",S,ASP," 7",1,1,C-5,," 431",510,"  13050","   69130",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020590000.pdf
040020600000,"  268",ANGLE,2A,4B,5X,"  551",10,17,"    99155","  956",,1947,1,B,F,,"  780",,,,,GAS,S,ASP," 5",1,,C-5,," 431",510,"  13050","   59800",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020600000.pdf
040020620000,"  238",ANGLE,2A,4B,5X,"  589",11,17,"    66751"," 1472",,"   /",2,B,F,,"  576",,Y,"  432",D,GAS,S,ASP," 6",2,,C-5,," 431",510,"  13050","   75740",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020620000.pdf
040020640000,"  198",ANGLE,2A,4B,5X,"  397"," 7",07,"    89000","  972",,1948,1,B,F,,"  852",,Y,,,GAS,S,ASP," 5",1,,C-10,," 431",510,"  16410","   44250",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020640000.pdf
040020650000,"  198",ANGLE,2A,4B,5X,"  397"," 7",07,"    89000",,,,,,,,,,,,,,,,,,,,," 431",500,"  16410",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040020650000.pdf
040020910000,"  241",JENNISON,2A,4B,5X,"  259"," 5",07,"   133000"," 1670",,64R9,1,B,F,,"  780",F,Y,"  400",D,"FA GAS",S,ASP," 5",2,,C-5,," 431",510,"  13050","   76530",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020910000.pdf
040020920000,,,2A,4B,5X,"  246"," 5",07,"    15457",,,,,,,,,,,,,,,,,,,,," 431",500,"  10440",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040020920000.pdf
040021130000,"  825",WARNER,2A,4B,5X,"  687",11,07,"   120000",,,,,,,,,,,,,,,,,,,,," 431",500,"  13860",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040021130000.pdf
040021140000,"  825",WARNER,2A,4B,5X,"  687",11,07,"   120000"," 1348",,49R1,1,B,F,," 1180",,Y,"  418",A,GAS,S,ASP," 7",1,1,C+10,," 431",510,"  13860","  121870",http://www.realestate.co.hocking.oh.us/cards/Crnt/040021140000.pdf
040021190000,"  712",WARNER,2A,4B,5X,"  188"," 4",17,"   117300"," 1600",,27/G,2,B,F,,"  624",,Y,"  288",D,GAS,S,ASP," 8",1,1,C+10,," 431",510,"  12750","   99950",http://www.realestate.co.hocking.oh.us/cards/Crnt/040021190000.pdf
040021530000,"  726",FRONT,2A,4B,5X,"  192"," 4",17,"    45000","  990",,OLD/,1,B,F,,"  495",,Y,"  720",D,"FA GAS",S,ASP," 5",1,,D+5,," 424",510,"  12600","   47420",http://www.realestate.co.hocking.oh.us/cards/Crnt/040021530000.pdf
040021570000,"  784",FRONT,2A,4B,5X,"  143"," 3",17,"    65000","  960",,1930,1,B,F,," 1072",,Y,"  240",D,GAS,S,ASP," 5",1,,D+10,," 424",510,"  12600","   49080",http://www.realestate.co.hocking.oh.us/cards/Crnt/040021570000.pdf
040022080000,"   49",NORWOOD,2A,4B,5X,"  438"," 8",17,"    42000","  862",,"  R9",1,B,F," 2","  672",,Y,"  432",D,"FA GAS",S,ASP," 4",1,,D,," 424",510,"  12850","   56240",http://www.realestate.co.hocking.oh.us/cards/Crnt/040022080000.pdf
040022150000,"   45",ARLINGTON,2A,4B,5X,"  345"," 7",17,"    45000","  762",,OLD/,1,B,F,,"  738",,Y,,,"FA GAS",L,SLA," 5",1,,D,," 424",510,"  12850","   78100",http://www.realestate.co.hocking.oh.us/cards/Crnt/040022150000.pdf
040022320000,"  836",MAIN,2A,4B,5X,"  465"," 8",07,"    42500"," 1115",,1972,1,B,F,," 1115",,Y,,,"FA GAS",S,ASP," 5",1,1,C+5,," 424",510,"  11550","   77130",http://www.realestate.co.hocking.oh.us/cards/Crnt/040022320000.pdf
040022340000,"  882",MAIN,2A,4B,5X,"  303"," 6",17,"    83000"," 1248",,OLD/,1,B,F,,"  806",,Y,,,"GAS STOV",S,ASP," 5",1,,C-5,," 424",510,"  11550","   54690",http://www.realestate.co.hocking.oh.us/cards/Crnt/040022340000.pdf
040022360000,"  898",MAIN,2A,4B,5X,"  624",10,07,"    79000","  816",,1959,1,,F,,,,,"  308",A,GAS,S,ASP," 4",1,,D,," 424",510,"  11550","   47570",http://www.realestate.co.hocking.oh.us/cards/Crnt/040022360000.pdf
040022410000," 1240",HUNTER,2A,4B,5X,"  672",12,17,"   150000",,,,,,,,,,,,,,,,,,,,,4104,400,"  25120",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040022410000.pdf
040022420000," 1240",HUNTER,2A,4B,5X,"  672",12,17,"   150000",,,,,,,,,,,,,,,,,,,,,4104,400,"  16980",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040022420000.pdf
040022430000,,,2A,4B,5X,"  672",12,17,"   150000",,,,,,,,,,,,,,,,,,,,,4104,400,"  16980",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040022430000.pdf
040022440000," 1266",HUNTER,2A,4B,5X,"  672",12,17,"   150000",15300,,,,,,,,,,,,,,,,,,,,4104,422,"  16980","  157970",http://www.realestate.co.hocking.oh.us/cards/Crnt/040022440000.pdf
040022450000,,,2A,4B,5X,"  672",12,17,"   150000",,,,,,,,,,,,,,,,,,,,,4104,400,"   8490",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040022450000.pdf
040022460000," 1266",HUNTER,2A,4B,5X,"  672",12,17,"   150000",,,,,,,,,,,,,,,,,,,,,4104,400,"  76390",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040022460000.pdf
040022510000,,,2A,4B,5X,"  558",10,17,"   200000",,,,,,,,,,,,,,,,,,,,,4104,400,"  16980",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040022510000.pdf
040022520000,,,2A,4B,5X,"  558",10,17,"   200000",,,,,,,,,,,,,,,,,,,,,4104,400,"  16980",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040022520000.pdf
040022530000,,,2A,4B,5X,"  558",10,17,"   200000",,,,,,,,,,,,,,,,,,,,,4104,400,"  16980",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040022530000.pdf
040022540000," 1380",HUNTER,2A,4B,5X,"  558",10,17,"   200000"," 4224",,,,,,,,,,,,,,,,,,,,4104,429,"  33950","   41590",http://www.realestate.co.hocking.oh.us/cards/Crnt/040022540000.pdf
040022550000," 1380",HUNTER,2A,4B,5X,"  558",10,17,"   200000"," 4800",,,,,,,,,,,,,,,,,,,,4104,429,"  33950","   33600",http://www.realestate.co.hocking.oh.us/cards/Crnt/040022550000.pdf
040022580000,,,2A,4B,5X,"  558",10,17,"   200000",,,,,,,,,,,,,,,,,,,,,4104,400,"  17680",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040022580000.pdf
