"Parcel Number",Number,Street,"School District",Township,"Corp / Village","Sale #",Month,Year,"Sale Price",Sqft,Acres,"Yr Built",Story,Basement,Frame,Bedrooms,BasementSqft,"Fin Base",Air,GarageSqft,Type,"Heat Type",Roof,RoofType,Rooms,FullBaths,HalfBaths,Grade,MHRE,NeighCode,PropClass,LandValue,BldgValue,"Property Card"
100002980300," 8845","ST RT 664",2A,4H,,"  225"," 6",11,"   159900"," 1056","    18366",2003,1,B,L," 1"," 1056",F,,,,"HEAT PMP",S,GAB," 7",2,,C+5,,7105,581,"  20510","  114590",http://www.realestate.co.hocking.oh.us/cards/Crnt/100002980300.pdf
100003170000," 7997",BREMEN,2A,4H,,"   50"," 2",11,"    38610"," 2096","    99400",1982,1,,F,,,,,,,"WOOD BUR",S,GAB," 2",2,,D-20,,7105,511,"  34290","   59590",http://www.realestate.co.hocking.oh.us/cards/Crnt/100003170000.pdf
100003170000," 7997",BREMEN,2A,4H,,"  349"," 8",11,"   111399"," 2096","    99400",1982,1,,F,,,,,,,"WOOD BUR",S,GAB," 2",2,,D-20,,7105,511,"  34290","   59590",http://www.realestate.co.hocking.oh.us/cards/Crnt/100003170000.pdf
100003430100,,BREMEN,2A,4H,,"  115"," 4",11,"    42000",,"    30255",,,,,,,,,,,,,,,,,,,7105,505,"   2720",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100003430100.pdf
100003680100," 9982",WALNUT-DOWLE,2A,4H,,"  471",11,11,"   101410","  680","    83400",OLD/,1,,F,,"  480",,,,,,M,MET," 3",1,,E-10,,7105,511,"  31550","   15800",http://www.realestate.co.hocking.oh.us/cards/Crnt/100003680100.pdf
100003690500," 9521",WALNUT-DOWLE,2A,4H,,"  469",11,11,"   122000"," 1828","    18370",2003,2,B,F," 3"," 1100",,,"  840",A,"HEAT PMP",S,," 6",2,,C+10,,1041,510,"  18940","  164190",http://www.realestate.co.hocking.oh.us/cards/Crnt/100003690500.pdf
100003770400,32723,"LOGAN HORN'S",2A,4H,,"  217"," 6",11,"    52000",,"    90000",,,,,,,,,,,,,,,,,,,7105,574,"  40470","   19290",http://www.realestate.co.hocking.oh.us/cards/Crnt/100003770400.pdf
100003770401,32783,"LOGAN HORNSM",2A,4H,,"  163"," 5",11,"    50000",,"   215000",,,,,,,,,,,,,,,,,,,7105,502,"  52210",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100003770401.pdf
100004150000," 9175",WALNUT-DOWLE,2A,4H,,"  450",11,11,"    52000",,"   363700",,,,,,,,,,,,,,,,,,,7105,514,"  76300","     380",http://www.realestate.co.hocking.oh.us/cards/Crnt/100004150000.pdf
100004640100,,ROLEY,2A,4H,,"  533",12,11,"   160000",,"   628687",,,,,,,,,,,,,,,,,,,9101,100," 101860",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100004640100.pdf
100004940000,,HELBER,2A,4H,,"  352"," 8",11,"    96500",,"     5440",,,,,,,,,,,,,,,,,,,1042,501,"    970",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100004940000.pdf
100005110000,10630,HELBER,2A,4H,,"  352"," 8",11,"    96500","  680","    40090",1984,1,,F,,,,,,,"LP SPACE",S,SHE," 3",1,,D-30,,1042,511,"  21420","   28210",http://www.realestate.co.hocking.oh.us/cards/Crnt/100005110000.pdf
100005450000,10740,"ST RT 664",2A,4H,,"  510",12,11,"   167000"," 1967","   122478",OLD/,2,B,F,,"  126",,Y,"  484",A,GAS,M,," 7",1,,D,,9101,512,"  38240","   68680",http://www.realestate.co.hocking.oh.us/cards/Crnt/100005450000.pdf
100005830100,10040,WALNUT-DOWLE,2A,4H,,"  471",11,11,"   101410"," 1875","    38470",2002,1,B,F," 3"," 1539",,,"  576",A,ELEC,S,3:1,,2,,D-10,X,7105,561,"  24130","   98740",http://www.realestate.co.hocking.oh.us/cards/Crnt/100005830100.pdf
100005840000,32197,SHAW,2A,4H,,"  472",11,11,"    17030",,"    20481",,,,,,,,,,,,,,,,,,,7105,599,"  20800",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100005840000.pdf
100006310100,33942,INBODEN,2A,4H,,"  115"," 4",11,"    42000",,"    71767",,,,,,,,,,,,,,,,,,,7105,505,"   6140",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100006310100.pdf
100007080000,"   47","CHEROKEE LAN",2A,4H,,"   71"," 3",11,"   135000",,"     5100",,,,,,,,,,,,,,,,,,,1015,501,"   2040",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100007080000.pdf
100007240000,"   58","ANOKA LANE",2A,4H,,"  186"," 5",11,"    95000","  840","    10400",1961,1,,F,,,,,,,ELECTRIC,M,GAB," 5",1,,D,,1015,511,"  26160","   48240",http://www.realestate.co.hocking.oh.us/cards/Crnt/100007240000.pdf
100007400000,"   73","UTE COURT",2A,4H,,"  255"," 7",11,"   180457",,"     5000",,,,,,,,,,,,,,,,,,,1015,500,"   2000",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100007400000.pdf
100007450000,"   78","AZTEC LANE",2A,4H,,"  336"," 8",11,"    76000","  625","     5100",1964,1,,F,,"  324",F,,,,ELECTRIC,S,GAB," 4",1,,D-20,,1015,510,"  18460","   38170",http://www.realestate.co.hocking.oh.us/cards/Crnt/100007450000.pdf
100007490000,"   82","LODGE LANE",2A,4H,,"  318"," 8",11,"    95500","  864","     4800",1964,1,,F,,,,,,,"LP GAS",S,GAB," 3",1,,C-10,,1015,510,"  18460","   62120",http://www.realestate.co.hocking.oh.us/cards/Crnt/100007490000.pdf
100007900000,"  123","CHEROKEE LAN",2A,4H,,"  520",12,11,"    98250",,"    10000",,,,,,,,,,,,,,,,,,,1015,500,"   4000",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100007900000.pdf
100007910000,"  124","CHEROKEE LAN",2A,4H,,"  520",12,11,"    98250","  720","     8600",1962,1,,F,,,,,,,ELECTRIC,S,GAB," 4",1,,D,,1015,510,"  24700","   44900",http://www.realestate.co.hocking.oh.us/cards/Crnt/100007910000.pdf
100007920000,"  125","CORNER HURON",2A,4H,,"  520",12,11,"    98250",,"    10000",,,,,,,,,,,,,,,,,,,1015,500,"   4000",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100007920000.pdf
100008220000,"  159","AZTEC LANE",2A,4H,,"  462",11,11,"   145000"," 1179","     5000",2003,1,B,F,,"  795",F,,,,"HEAT PMP",S,," 7",3,,C+5,,1015,510,"  18460","  140460",http://www.realestate.co.hocking.oh.us/cards/Crnt/100008220000.pdf
100008230000,,"RES A AZTEC",2A,4H,,"  462",11,11,"   145000",,"     5600",,,,,,,,,,,,,,,,,,,1015,500,"   2240",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100008230000.pdf
100008240000,,"RES B AZTEC",2A,4H,,"  462",11,11,"   145000",,"     5900",,,,,,,,,,,,,,,,,,,1015,500,"   2360",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100008240000.pdf
100008290000,"  167","AZTEC LANE",2A,4H,,"  110"," 4",11,"    79900","  672","     5100",1963,1,,F," 1",,,Y,,,"ELEC FA",S,GAB," 3",1,,D+5,,1015,510,"  18460","   47750",http://www.realestate.co.hocking.oh.us/cards/Crnt/100008290000.pdf
100008330000,"  169","UTE COURT",2A,4H,,"  255"," 7",11,"   180457"," 1008","    10500",1966,1,B,F,," 1008",F,Y,,,CENTRAL,S,GAB," 6",1,1,D+10,,1013,510,"  38250","   90280",http://www.realestate.co.hocking.oh.us/cards/Crnt/100008330000.pdf
100008640000,"  193","APACHE LANE",2A,4H,,"  363"," 9",11,"    50000",,"     5900",,,,,,,,,,,,,,,,,,,1015,500,"   2360",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100008640000.pdf
100008650000,"  194","APACHE LANE",2A,4H,,"  363"," 9",11,"    50000","  760","     6100",62R1,1,,F,,,,,,,ELEC,M,GAB," 4",1,,D-10,,1015,510,"  20280","   59590",http://www.realestate.co.hocking.oh.us/cards/Crnt/100008650000.pdf
100008710000,"  200","APACHE LANE",2A,4H,,"  133"," 4",11,"   215000",,"     5100",,,,,,,,,,,,,,,,,,,1015,500,"   2040",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100008710000.pdf
100008720000,"  201","APACHE LANE",2A,4H,,"  133"," 4",11,"   215000"," 1230","     5000",2003,1,B,F,," 1230",F,,"  576",A,"HEAT PMP",S,," 5",2,,B-5,,1015,510,"  18460","  172450",http://www.realestate.co.hocking.oh.us/cards/Crnt/100008720000.pdf
100008730000,"  202","APACHE LANE",2A,4H,,"  133"," 4",11,"   215000",,"     4800",,,,,,,,,,,,,,,,,,,1015,500,"   1920",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100008730000.pdf
100008980000,"  225","SHAWNEE LANE",2A,4H,,"  110"," 4",11,"    79900",,"     5100",,,,,,,,,"  768",D,,,,,,,,,1015,599,"   2040","    8600",http://www.realestate.co.hocking.oh.us/cards/Crnt/100008980000.pdf
100008990000,"  226","SHAWNEE LANE",2A,4H,,"  110"," 4",11,"    79900",,"     5000",,,,,,,,,,,,,,,,,,,1015,500,"   2000",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100008990000.pdf
100009510000,"  336",OSAGE,2A,4H,,"  320"," 8",11,"   175000"," 2400","     4800",1995,2,B,F," 3","  300",,Y,"  576",A,CENTRAL,S,HIP," 8",2,1,C+5,,1015,511,"  18460","  167040",http://www.realestate.co.hocking.oh.us/cards/Crnt/100009510000.pdf
100009520000,"  337","OSAGE LANE",2A,4H,,"  320"," 8",11,"   175000",,"     5100",,,,,,,,,,,,,,,,,,,1015,500,"   2040",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100009520000.pdf
100009790000,"  364","OSAGE LANE",2A,4H,,"  350"," 8",11,"   140000"," 2056","     5200",1993,2,B,F," 3","  712",,Y,"  440",A,"LP FA",S,GAB,,2,1,C+10,,1015,510,"  18460","  173000",http://www.realestate.co.hocking.oh.us/cards/Crnt/100009790000.pdf
100011760000,"  563","KUSA LANE",2A,4H,,"  435",10,11,"   229900",,"     4900",,,,,,,,,,,,,,,,,,,1015,500,"   1960",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100011760000.pdf
100012180000,"  604","CATAWBA LANE",2A,4H,,"  109"," 4",11,"   207000"," 1760","     6900",1979,2,B,F,,"  880",F,Y,"  576",D,"ELEC BB",S,GAM," 5",1,1,C+10,,1015,510,"  21840","  157720",http://www.realestate.co.hocking.oh.us/cards/Crnt/100012180000.pdf
100012190000,"  605","CATAWBA LANE",2A,4H,,"  109"," 4",11,"   207000",,"     2300",,,,,,,,,,,,,,,,,,,1015,500,"    920",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100012190000.pdf
100012350000,"  621","CATAWBA LANE",2A,4H,,"  435",10,11,"   229900"," 1848","     4700",1998,1,B,F," 4"," 1848",F,,"  454",A,"HEAT PMP",S,GAB,,3,,C+10,,1015,510,"  18460","  184100",http://www.realestate.co.hocking.oh.us/cards/Crnt/100012350000.pdf
100012360000,"  622","CATAWBA LANE",2A,4H,,"  435",10,11,"   229900",,"     4600",,,,,,,,,,,,,,,,,,,1015,500,"   1840",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100012360000.pdf
100012370000,"  623","CATAWBA LANE",2A,4H,,"  252"," 7",11,"   195000",,"     4900",,,,,,,,,,,,,,,,,,,1015,500,"   1960",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100012370000.pdf
100012380000,"  624","CATAWBA LANE",2A,4H,,"  252"," 7",11,"   195000"," 1872","     4800",1966,2,B,F,,"  108",,Y,"  288",A,"HEAT PMP",S,SHN," 8",2,1,C+5,,1015,510,"  18460","  134500",http://www.realestate.co.hocking.oh.us/cards/Crnt/100012380000.pdf
100012670000,"  653","NATCHEZ LANE",2A,4H,,"  410"," 9",11,"    89000",,"     4700",,,,,,,,,,,,,,,,,,,1010,500,"  28400",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100012670000.pdf
100012900000,"  676","NATCHEZ LANE",2A,4H,,"   94"," 3",11,"   145000"," 1702","     4600",1965,2,,F,,,,Y,,,CENTRAL,S,GAB," 5",2,,C+5,,1015,510,"  18460","  106380",http://www.realestate.co.hocking.oh.us/cards/Crnt/100012900000.pdf
100013670100,,,2A,4H,,"  316"," 8",11,"      660",,"      300",,,,,,,,,,,,,,,,,,,1015,500,"    120",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100013670100.pdf
100014590000,"  976","SAUK LANE",2A,4H,,"   19"," 1",11,"   120000","  880","     5500",1983,1,B,F,,"  880",F,,"  484",A,ELECTRIC,S,GAB," 5",2,,C,,1015,510,"  20280","  109740",http://www.realestate.co.hocking.oh.us/cards/Crnt/100014590000.pdf
100014600000,"  977","SAUK LANE",2A,4H,,"   19"," 1",11,"   120000",,"     5200",,,,,,,,,,,,,,,,,,,1015,500,"   2080",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100014600000.pdf
100015870000," 1102","FOX LANE",2A,4H,,"  429",10,11,"     2500",,"    13700",,,,,,,,,,,,,,,,,,,1015,500,"   5480",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100015870000.pdf
100016940000," 1226","TAOS LANE",2A,4H,,"  117"," 4",11,"    20000",,"     4900",,,,,,,,,,,,,,,,,,,1015,500,"  18460",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100016940000.pdf
100016950000," 1227","TAOS LANE",2A,4H,,"  117"," 4",11,"    20000",,"     5300",,,,,,,,,,,,,,,,,,,1015,500,"   2120",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100016950000.pdf
100016960000," 1228","TAOS LANE",2A,4H,,"  117"," 4",11,"    20000",,"     4900",,,,,,,,,,,,,,,,,,,1015,500,"   1960",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100016960000.pdf
100016970000," 1229","TAOS LANE",2A,4H,,"  117"," 4",11,"    20000",,"     4800",,,,,,,,,,,,,,,,,,,1015,500,"   1920",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100016970000.pdf
100017190000," 1251","ZUNI LANE",2A,4H,,"  500",12,11,"   226000",,"     4900",,,,,,,,,,,,,,,,,,,1015,500,"   1960",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100017190000.pdf
100017200000," 1252","ZUNI LANE",2A,4H,,"  500",12,11,"   226000",,"     5600",,,,,,,,,"  576",D,,,,,,,,,1015,599,"   2240","    8930",http://www.realestate.co.hocking.oh.us/cards/Crnt/100017200000.pdf
100017470000," 1277","TAOS LANE",2A,4H,,"  153"," 5",11,"   399900"," 1848","     5600",1987,1,B,F,," 1848",F,Y,"  650",D,GAS,S,GAB," 6",2,,D+10,,1009,510,"  77220","  173140",http://www.realestate.co.hocking.oh.us/cards/Crnt/100017470000.pdf
100017480000," 1278","TAOS LANE",2A,4H,,"  153"," 5",11,"   399900",,"     5500",,,,,,,,,,,,,,,,,,,1009,500,"   4130",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100017480000.pdf
100017550000," 1285","TAOS LANE",2A,4H,,"  500",12,11,"   226000"," 1131","     4900",2004,1,B,L," 1"," 1131",F,Y,,,PROPANE,S,," 3",1,1,C+10,,1015,580,"  18460","  170500",http://www.realestate.co.hocking.oh.us/cards/Crnt/100017550000.pdf
100018580000," 1749","MOHICAN LANE",2A,4H,,"   71"," 3",11,"   135000"," 3480","     5300",1998,2,B,F," 4"," 1520",F,,"  440",A,"HEAT PMP",S,GAB,,2,1,C,,1015,510,"  18460","  207160",http://www.realestate.co.hocking.oh.us/cards/Crnt/100018580000.pdf
100018590000," 1750",CHEROKEE/MOH,2A,4H,,"  420",10,11,"    67400",,"     5700",,,,,,,,,,,,,,,,,,,1015,500,"   2280",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100018590000.pdf
100018600000," 1751","MOHICAN LANE",2A,4H,,"  420",10,11,"    67400","  816","     5000",1987,1,,F,,,,,,,ELECTRIC,S,GAB," 4",1,,D+5,,1015,510,"  18460","   52960",http://www.realestate.co.hocking.oh.us/cards/Crnt/100018600000.pdf
100018610000," 1752","MOHICAN LANE",2A,4H,,"  420",10,11,"    67400",,"     5000",,,,,,,,,,,,,,,,,,,1015,500,"   2000",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100018610000.pdf
100018860000," 1777","CHEROKEE LAN",2A,4H,,"  420",10,11,"    67400",,"     4700",,,,,,,,,,,,,,,,,,,1015,500,"   1880",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100018860000.pdf
100020020000," 2133","ARAPAHOE LAN",2A,4H,,"  308"," 8",11,"   152000"," 1816","    20800",1982,1,B,F,,"  952",F,Y,"  864",A,"ELEC CLN",S,GAB," 4",2,,C+10,,1015,510,"  30320","  182420",http://www.realestate.co.hocking.oh.us/cards/Crnt/100020020000.pdf
130001050200,,,2D,4I,,"  144"," 4",11,"   115000",,"    20800",,,,,,,,,,,,,,,,,,,7135,599,"   3120",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130001050200.pdf
130001160300,,MOCCASIN,2D,4I,,"  165"," 5",11,"     1000",,"     1140",,,,,,,,,,,,,,,,,,,7135,501,"    170",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130001160300.pdf
130001660000,14210,"LONG RUN",2D,4I,,"  288"," 7",11,"   165000"," 1920","     7100",58R8,2,,F,,,,Y,"  520",D,"FA GAS",S,GAM," 4",1,,C,,1328,511,"  16800","  101520",http://www.realestate.co.hocking.oh.us/cards/Crnt/130001660000.pdf
130001730000,14833,"STUMP RUN",2D,4I,,"  222"," 6",11,"   123900","  832","    83050",1967,1,,C,,,,,"  624",A,ELECTRIC,M,," 1",1,,D,,7135,511,"  28400","   55210",http://www.realestate.co.hocking.oh.us/cards/Crnt/130001730000.pdf
130002140300,,,2D,4I,,"  127"," 4",11,"   125000",,"   108378",,,,,,,,,,,,,,,,,,,9131,582,"  15500",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130002140300.pdf
130002150000,15009,"JACK RUN",2D,4I,,"  127"," 4",11,"   125000",,"    75700",,,,,,,,,,,,,,,,,,,9131,180,"  27400","    2100",http://www.realestate.co.hocking.oh.us/cards/Crnt/130002150000.pdf
130002420100,15789,"STUMP RUN",2D,4I,,"   85"," 3",11,"    97900"," 1120","    20000",1992,1,,F," 2",,,Y,"  768",D,"FA LP",S,GAB,,1,1,C-5,,7135,510,"  19500","   79870",http://www.realestate.co.hocking.oh.us/cards/Crnt/130002420100.pdf
130002720101,17601,BAILOR,2D,4I,,"   36"," 1",11,"   150000"," 1728","   386150",1985,1,,F,,,,Y,"  384",A,STOVE,M,,,1,,D,,7135,101,"  68790","   97180",http://www.realestate.co.hocking.oh.us/cards/Crnt/130002720101.pdf
130002720101,17601,BAILOR,2D,4I,,"   92"," 3",11,"   227000"," 1728","   386150",1985,1,,F,,,,Y,"  384",A,STOVE,M,,,1,,D,,7135,101,"  68790","   97180",http://www.realestate.co.hocking.oh.us/cards/Crnt/130002720101.pdf
130002770000,15901,MIDDLEFORK,2D,4I,,"  287"," 7",11,"   395000",,"  2350000",,,,,,,,,,,,,,,,,,,9131,101," 333910",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130002770000.pdf
130002830200,16009,BAILOR,2D,4I,,"  130"," 4",11,"    14750",,"    22700",,,,,,,,,,,,,,,,,,X,7135,500,"  19910",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130002830200.pdf
130002830300,,BAILOR,2D,4I,,"  209"," 6",11,"    20000",,"    22650",,,,,,,,,,,,,,,,,,,7135,501,"   3410",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130002830300.pdf
130002890000,16088,WOLFE,2D,4I,,"   21"," 1",11,"   188100"," 1952","   483085",1910,2,B,F," 3","  208",,,"  896",A,GAS,L,SLA," 7",2,,D,,9131,101,"  81870","   84400",http://www.realestate.co.hocking.oh.us/cards/Crnt/130002890000.pdf
130002980100,28316,MOCCASIN,2D,4I,,"   70"," 2",11,"    95000"," 1092","    10000",1987,1,,F," 3",,,Y,"  576",A,ELECTRIC,S,ASP," 4",1,1,D+10,,7135,101,"  18000","   91610",http://www.realestate.co.hocking.oh.us/cards/Crnt/130002980100.pdf
130003070000,,,2D,4I,,"  145"," 4",11,"    60000",,"   323400",,,,,,,,,"  690",A,,,,,,,,,7135,599,"  46310","   21130",http://www.realestate.co.hocking.oh.us/cards/Crnt/130003070000.pdf
130003170400,16108,"LONG RUN",2D,4I,,"  411"," 9",11,"   250000"," 2560","   100021",1999,1,B,L," 2"," 1480",,Y," 1440",D,ELEC,S,GAB,,2,,C+5,,7135,582,"  30830","  154630",http://www.realestate.co.hocking.oh.us/cards/Crnt/130003170400.pdf
130003730600,,"NEW LOG",2D,4I,,"   80"," 3",11,"    33500",,"    22100",,,,,,,,,,,,,,,,,,,1319,500,"   9950",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130003730600.pdf
130003880000,21384,"ST RT 180",2D,4I,,"  333"," 8",11,"    17900",,"    10000",,,,,,,,,,,,,,,,,,,7135,571,"  18000","    4420",http://www.realestate.co.hocking.oh.us/cards/Crnt/130003880000.pdf
130004020100,21974,THOMPSON,2D,4I,,"  207"," 6",11,"   101796",,"   101796",,,,,,,,,,,,,,,,,,,7135,502,"  31080",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130004020100.pdf
130004430000,17135,HARTSOUGH,2D,4I,,"   49"," 2",11,"    25000","  432","    19800",2010,1,,F," 1",,,,,,"ELEC BB",S,GAB," 2",1,,D-5,,7135,511,"  27000","   42780",http://www.realestate.co.hocking.oh.us/cards/Crnt/130004430000.pdf
130004690600,17259,"SAM CARR",2D,4I,,"   13"," 1",11,"    82000"," 2220","    90010",2005,1,,F," 3",,,,,,CENTRAL,M,," 5",2,,C-5,,7135,511,"  29400","  123820",http://www.realestate.co.hocking.oh.us/cards/Crnt/130004690600.pdf
130005020000,16717,THOMPSON,2D,4I,,"  412"," 9",11,"    60742",,"   139800",,,,,,,,,,,,,,,,,,,7135,512,"  36500","    9190",http://www.realestate.co.hocking.oh.us/cards/Crnt/130005020000.pdf
130005170000,13021,LUTZ,2D,4I,,"  144"," 4",11,"   115000"," 1620","    19828",2002,1,,F," 3",,,," 1512",D,"HEAT PMP",S,," 7",2,,C+5,,7135,511,"  19470","  142330",http://www.realestate.co.hocking.oh.us/cards/Crnt/130005170000.pdf
130005490100,18968,CALIFORNIA,2D,4I,,"   96"," 3",11,"    12000",,"   126640",,,,,,,,,,,,,,,,,,,7135,502,"  34620",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130005490100.pdf
130005490101,18984,CALIFORNIA,2D,4I,,"   17"," 1",11,"    20000"," 1782","    22020",1994,1,,F," 3",,,Y,"  528",D,"FA ELEC",S,GAB,,2,,D-10,X,7135,561,"  19800","   86140",http://www.realestate.co.hocking.oh.us/cards/Crnt/130005490101.pdf
130005490200,18892,CALIFORNIA,2D,4I,,"  441",10,11,"    10000",,"    50000",,,,,,,,,,,,,,,,,,,7135,501,"   7130",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130005490200.pdf
130005490204,,"CALIFORNIA H",2D,4I,,"  441",10,11,"    10000",,"    50000",,,,,,,,,,,,,,,,,,,7135,501,"   7130",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130005490204.pdf
130005940000,12962,MIDDLEFORK,2D,4I,,"  122"," 4",11,"   143000"," 1600","   323900",1974,1,B,F,," 1600",,Y,"  702",D,CENTRAL,M,," 6",2,,D,,7135,514,"  48450","   87630",http://www.realestate.co.hocking.oh.us/cards/Crnt/130005940000.pdf
130005980000,18221,WAGNER,2D,4I,,"  212"," 6",11,"   113794",,"   481089",,,,,,,,,,,,,,,,,,,7135,501,"  64950",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130005980000.pdf
130005980100,18152,WAGNER,2D,4I,,"  212"," 6",11,"   113794",,"   344473",,,,,,,,,,,,,,,,,,,7135,504,"  67050",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130005980100.pdf
130005980100,18152,WAGNER,2D,4I,,"  214"," 6",11,"   100000",,"   344473",,,,,,,,,,,,,,,,,,,7135,504,"  67050",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130005980100.pdf
130006160000,19540,"BUENA VISTA",2D,4I,,"   28"," 1",11,"    21000",,"    55000",,,,,,,,,"  900",D,,,,,,,,,7135,571,"  24410","   20080",http://www.realestate.co.hocking.oh.us/cards/Crnt/130006160000.pdf
130006260000,,THOMPSON,2D,4I,,"  212"," 6",11,"   113794",,"    42326",,,,,,,,,,,,,,,,,,,7135,501,"   6350",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130006260000.pdf
130006260000,,THOMPSON,2D,4I,,"  214"," 6",11,"   100000",,"    42326",,,,,,,,,,,,,,,,,,,7135,501,"   6350",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130006260000.pdf
130006440500,20358,"BUENA VISTA",2D,4I,,"   47"," 2",11,"   948356",,"   200000",,,,,,,,,,,,,,,,,,,7135,100,"  47650",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130006440500.pdf
130006500100,,"JACK RUN",2D,4I,,"  501",12,11,"   294000",,"   202562",,,,,,,,,,,,,,,,,,,7135,501,"  27350",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130006500100.pdf
130006570100,18858,SOWERS,2D,4I,,"  286"," 7",11,"    60030",,"    79366",,,,,,,,,,,,,,,,,,,9131,501,"  11350",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130006570100.pdf
130006740100,12710,"JACK RUN",2D,4I,,"  501",12,11,"   294000","  780","   222888",1993,1,,L,,,,,"  576",D,"HEAT PMP",S,GAB," 5",2,,C+5,,7135,580,"  46740","  101340",http://www.realestate.co.hocking.oh.us/cards/Crnt/130006740100.pdf
130006820000,,"JACK RUN",2D,4I,,"  501",12,11,"   294000",,"    60000",,,,,,,,,,,,,,,,,,,7135,501,"   8550",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130006820000.pdf
130007220000,,INDIGO,2D,4I,,"  448",10,11,"    10000",,"    23300",,,,,,,,,,,,,,,,,,,1309,500,"   3670",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130007220000.pdf
130007700000,,MAYAPPLE,2D,4I,,"  459",11,11,"     4000",,"     8900",,,,,,,,,,,,,,,,,,,1309,500,"   1400",,http://www.realestate.co.hocking.oh.us/cards/Crnt/130007700000.pdf
